1h,1d,7d,28d
47984.6613,47838.0046999999,48352.9372999999,47105.6716999999
47830.7966,47887.7105,48282.2984999999,47266.1791999999
47526.0241,48253.7941999999,47786.5435,46074.0308
47481.8989,45752.6065999999,44314.9847999999,42739.4057
45315.6261999999,43162.3,41776.0112999999,40608.5262999999
43183.9691,42006.8306999999,40918.9496,38729.9467
41710.9262,41090.7912,39496.4404999999,38038.6552999999
40470.7192,40447.4369,39168.0048,37250.0965999999
39768.5134,39669.3407,37557.8073999999,35978.8597999999
37929.3899999999,39592.6598999999,37309.0472,35280.9257
37578.1952,37529.7277,36593.1976,35173.0573
36482.5415999999,37634.3534999999,36993.9476,35938.2071999999
36760.9983999999,37314.5167999999,37091.6685999999,36789.7969999999
37048.4614,37990.8865,38104.8637,37527.1426999999
37510.4285999999,39124.0069999999,39220.8856999999,38096.5912
38194.3378999999,39713.4712999999,39540.8217,38710.2125
39181.5544,41033.3672,40736.0657999999,40027.2209
40592.4217999999,42462.6158,42300.3471999999,41473.5814
41980.8974999999,45448.9296,45523.2866999999,45641.2917
45470.4320999999,45812.5945999999,45941.2888,46616.8718999999
46173.4219999999,46473.6425,46547.8288,46985.391
48334.1881999999,46655.2799,46849.7324999999,46981.1007
46742.3134999999,46800.7998,47180.6479,47120.0153999999
46890.1926,47984.6613,48156.1299,47247.7474999999
47825.6839,47830.7966,48212.6123,47096.7376
47819.6342,47526.0241,47937.1040999999,47185.4018
47389.8116999999,47481.8989,47813.6333999999,45823.7583
47329.0754,45315.6261999999,44368.3217,42696.4634
44450.7119,43183.9691,41831.4625999999,40022.0356
43097.4767999999,41710.9262,40904.1616999999,38509.8323
41139.1659999999,40470.7192,39633.1811999999,37335.5876999999
39657.73,39768.5134,39156.2500999999,36468.4381999999
39209.5795999999,37929.3899999999,38136.478,35883.1604999999
37973.8669999999,37578.1952,37102.0307,35707.235
37083.7986999999,36482.5415999999,36137.1152,35687.4703
35865.9127,36760.9983999999,37098.2114999999,35306.9784999999
36070.6858999999,37048.4614,36438.5794,35870.9159
36561.0101,37510.4285999999,37184.4312999999,36615.6725999999
37012.2408,38194.3378999999,38615.6429999999,37957.6422
37502.6629,39181.5544,39167.3147,39212.7882
37962.0705999999,40592.4217999999,40407.1523,39606.3986
39424.7635999999,41980.8974999999,41723.6204999999,41455.7791
41023.3153999999,45470.4320999999,45512.4833999999,45488.2623
44930.97,46173.4219999999,45943.9185999999,46057.2053
45831.3295,48334.1881999999,46477.3265,46745.9205
46554.4876999999,46742.3134999999,46962.4173,46998.8903999999
46837.7597,46890.1926,47317.6151,47426.2816
47123.4354,47825.6839,48386.8634,48426.1636
48094.8882999999,47819.6342,48118.3303,48181.4786
48143.8202999999,47389.8116999999,47802.1924999999,47938.4656
47656.0509,47329.0754,47791.3128999999,46295.7290999999
47293.408,44450.7119,44539.7471999999,42666.7727999999
44052.8058999999,43097.4767999999,42293.8174,40638.748
41819.0498999999,41139.1659999999,40696.2344999999,38999.3764
40403.671,39657.73,39623.976,37331.4005
39512.5585999999,39209.5795999999,39623.1673,37136.338
38409.2441,37973.8669999999,38549.7646,36259.8880999999
37394.0861,37083.7986999999,38211.2612999999,35537.0210999999
37165.8289999999,35865.9127,36868.3139999999,35694.8291
35873.0691999999,36070.6858999999,36899.1915999999,35931.5512
36275.713,36561.0101,36973.2975999999,36275.1471999999
35985.298,37012.2408,37422.1685,37173.2938999999
36712.4985999999,37502.6629,38761.3018,38271.0383
37217.8157999999,37962.0705999999,39384.9190999999,39177.1495999999
38627.7416999999,39424.7635999999,40144.8617,39763.3367
39933.9081,41023.3153999999,41361.3507,41260.3306999999
40858.5673,44930.97,45258.7355,44694.7468
44503.7390999999,45831.3295,45684.0164999999,45409.6880999999
45246.9014,46554.4876999999,46097.548,46092.0662
46253.2117,46837.7597,46286.4489,46562.1875
46524.58,47123.4354,46619.4159,46940.9547
46638.1952999999,48094.8882999999,47785.0192,48350.6734
47763.3920999999,48143.8202999999,47500.6425999999,48081.1472999999
47863.1129,47656.0509,47452.2002999999,47604.7859
47587.6751999999,47293.408,47173.1998,46086.8165999999
47659.9847999999,44052.8058999999,44396.5975,43088.9672999999
44753.6076,41819.0498999999,43289.5939,41689.2882
42540.3376999999,40403.671,40746.7139,39845.5935
41139.1889,39512.5585999999,40458.9918,38417.0892
40156.341,38409.2441,39967.7104,37597.3390999999
40018.9469,37394.0861,38508.3845,36604.7563
38739.4168999999,37165.8289999999,38098.0605,36350.0660999999
37870.8439999999,35873.0691999999,36869.3430999999,35851.4361999999
36335.9582,36275.713,36663.5297999999,35499.2410999999
36308.3475,35985.298,36797.1457999999,36126.6986
36686.8669999999,36712.4985999999,37395.6091,35914.0086999999
35792.6763999999,37217.8157999999,37689.2431999999,36765.5947999999
36478.4437,38627.7416999999,38316.6817999999,37197.7793999999
36943.4130999999,39933.9081,38755.0394,37932.3548999999
37871.1823,40858.5673,39855.1281999999,39114.4078
38998.7019,44503.7390999999,43317.1197,42835.4944
41759.8242,45246.9014,43908.5737,43415.5337
42754.4164,46253.2117,44760.4118999999,44659.4798999999
43764.1526999999,46524.58,45017.1722999999,45351.6244
44177.8813999999,46638.1952999999,45225.3128999999,45667.6616999999
44561.1272,47763.3920999999,46322.4784,46927.2837999999
45799.3727,47863.1129,46344.8197,46732.8156
45812.9077,47587.6751999999,46179.9726,46662.7085999999
45480.6774999999,47659.9847999999,45437.3925999999,45770.9406
45088.5158,44753.6076,44360.6137999999,44926.7928
44349.6117999999,42540.3376999999,43518.0941,43710.9694999999
43382.6961999999,41139.1889,42410.5665999999,43374.6039
42663.8231999999,40156.341,41417.7146999999,41597.4473999999
42277.9208,40018.9469,40233.8577,41387.0555
41230.7983,38739.4168999999,39101.1975,40746.7614
39747.3779999999,37870.8439999999,37978.5680999999,40383.1233999999
38661.7899,36335.9582,38295.7269,39607.4611999999
38225.6555999999,36308.3475,38465.3897,38815.2834999999
37909.4619,36686.8669999999,37559.0196999999,38907.4124999999
37388.3565999999,35792.6763999999,38137.5368,37557.6569
37748.502,36478.4437,38489.8646999999,37711.8237999999
36935.8761,36943.4130999999,38847.1737999999,38213.6675
36834.6105,37871.1823,39160.5734,38820.8589999999
37606.3707999999,38998.7019,40236.7327999999,39967.779
39191.2099,41759.8242,43382.2019,43081.4577999999
42374.1212999999,42754.4164,43638.6526999999,43461.6935999999
42796.298,43764.1526999999,44361.3707999999,44377.1687999999
43448.5889,44177.8813999999,44757.4187999999,44740.9005
43957.1279999999,44561.1272,44898.9348,45206.7350999999
44074.5760999999,45799.3727,45939.4415,46705.188
45272.1606,45812.9077,46078.4752,46610.6564999999
45530.7287,45480.6774999999,45624.4947,46176.2805999999
45257.3222,45088.5158,45162.0005999999,45749.7313999999
44797.73,44349.6117999999,44341.6247999999,45334.7384
44061.7467,43382.6961999999,43312.4012999999,43881.9081999999
43748.6114999999,42663.8231999999,42621.0754999999,42988.0308
43435.2411999999,42277.9208,41807.0630999999,42258.9121999999
41982.8332999999,41230.7983,40932.9227,41945.6551
41518.4568,39747.3779999999,39562.2093,40963.8073999999
40587.9421999999,38661.7899,39183.5743999999,39862.1411
39181.5688999999,38225.6555999999,39059.7992999999,39625.4015
38655.5821999999,37909.4619,38756.6385,39170.7416
38685.3401999999,37388.3565999999,38697.3314,39305.2519
37988.321,37748.502,39355.8197999999,39070.9355999999
38259.8274999999,36935.8761,40437.6814,39540.8752
38843.6114999999,36834.6105,40993.6431,40079.3429
39527.5680999999,37606.3707999999,41877.3424,40930.1146
40418.5232,39191.2099,42893.5752999999,42424.4348
41789.086,42374.1212999999,45864.2347,45717.4058999999
45441.6638,42796.298,46118.8864,46261.3732
45628.0244,43448.5889,46517.3265,46871.4985
46238.5748,43957.1279999999,46670.4237999999,47201.811
46403.8041999999,44074.5760999999,46846.9755,47332.9475
46616.3963,45272.1606,48023.1561,48782.4360999999
47738.2290999999,45530.7287,47838.0046999999,48669.7635
47556.2091,45257.3222,47887.7105,48178.4034
47495.9049999999,44797.73,48253.7941999999,47811.6194
47165.6690999999,44061.7467,45752.6065999999,45663.2647
43876.747,43748.6114999999,43162.3,42494.1584999999
42001.9928999999,43435.2411999999,42006.8306999999,40788.9672999999
40085.9838999999,41982.8332999999,41090.7912,39467.9878
38128.8188,41518.4568,40447.4369,38890.4064
38103.3591,40587.9421999999,39669.3407,38496.3917999999
37312.5426999999,39181.5688999999,39592.6598999999,37256.7831
36578.4267,38655.5821999999,37529.7277,36258.3139999999
35621.8888,38685.3401999999,37634.3534999999,36345.4308999999
36039.1161999999,37988.321,37314.5167999999,36240.0129
35909.1437,38259.8274999999,37990.8865,36470.9620999999
36844.7004,38843.6114999999,39124.0069999999,37800.0068
37649.0069999999,39527.5680999999,39713.4712999999,38813.159
38050.6324,40418.5232,41033.3672,40146.9573999999
38959.8833,41789.086,42462.6158,41802.5313
40387.3298999999,45441.6638,45448.9296,45532.6194
44571.3807,45628.0244,45812.5945999999,46139.7362999999
45237.5288,46238.5748,46473.6425,46678.8124
45994.4409,46403.8041999999,46655.2799,47018.9709999999
46480.2379,46616.3963,46800.7998,47266.6184999999
46949.6695,47738.2290999999,47984.6613,48601.4234999999
47938.2845,47556.2091,47830.7966,48422.1235
47694.3183999999,47495.9049999999,47526.0241,48177.7064
47378.5126,47165.6690999999,47481.8989,47638.5340999999
47714.4732999999,43876.747,45315.6261999999,44156.6161999999
46337.063,42001.9928999999,43183.9691,42079.2641999999
44047.8554,40085.9838999999,41710.9262,40748.2764
42588.0539999999,38128.8188,40470.7192,39556.9095
42339.0578,38103.3591,39768.5134,39217.0723999999
41826.5229,37312.5426999999,37929.3899999999,38256.8736999999
40207.4830999999,36578.4267,37578.1952,37724.0513999999
39357.7269999999,35621.8888,36482.5415999999,37026.5562999999
38244.4888999999,36039.1161999999,36760.9983999999,36874.3557999999
38143.3995,35909.1437,37048.4614,36596.9041999999
38740.8879,36844.7004,37510.4285999999,36979.402
38893.4418,37649.0069999999,38194.3378999999,38237.8986999999
38800.1563,38050.6324,39181.5544,38537.4011
39391.1423,38959.8833,40592.4217999999,39696.2108999999
40683.7568,40387.3298999999,41980.8974999999,41077.0498999999
41952.5979,44571.3807,45470.4320999999,45150.199
45915.4092,45237.5288,46173.4219999999,45942.6785
46541.3447999999,45994.4409,48334.1881999999,46584.0009999999
46992.7359999999,46480.2379,46742.3134999999,46926.616
47316.5282,46949.6695,46890.1926,47242.2332
47590.1702999999,47938.2845,47825.6839,48773.3743
48681.0003,47694.3183999999,47819.6342,48631.6207999999
48499.9363,47378.5126,47389.8116999999,48410.8314
48278.6266,47714.4732999999,47329.0754,47720.5408
48520.9179999999,46337.063,44450.7119,43725.1215
45259.4061,44047.8554,43097.4767999999,42192.4574999999
42429.0086999999,42588.0539999999,41139.1659999999,39755.5241
41384.1045999999,42339.0578,39657.73,38282.2935999999
40123.8514999999,41826.5229,39209.5795999999,37954.86
39404.9587,40207.4830999999,37973.8669999999,36954.2785
38494.584,39357.7269999999,37083.7986999999,36897.5792999999
38493.2310999999,38244.4888999999,35865.9127,36270.9562
37010.7745999999,38143.3995,36070.6858999999,36978.0624
37144.7241999999,38740.8879,36561.0101,37305.6037
36620.9314999999,38893.4418,37012.2408,37186.3853999999
37708.5858,38800.1563,37502.6629,38558.9579
38469.9435999999,39391.1423,37962.0705999999,38976.7485
39225.5363,40683.7568,39424.7635999999,40329.4576
39862.8306999999,41952.5979,41023.3153999999,41804.8396999999
41904.2388999999,45915.4092,44930.97,45677.4247
45761.4369,46541.3447999999,45831.3295,45957.3234999999
46310.8254999999,46992.7359999999,46554.4876999999,47152.3776999999
47200.9302,47316.5282,46837.7597,47528.2342999999
47560.7597,47590.1702999999,47123.4354,47701.7326
47733.9352999999,48681.0003,48094.8882999999,49071.6883999999
48635.671,48499.9363,48143.8202999999,48670.9683999999
48471.3442,48278.6266,47656.0509,48377.9035
48184.9914999999,48520.9179999999,47293.408,48069.3818
48191.2355,45259.4061,44052.8058999999,44193.0800999999
44578.0259,42429.0086999999,41819.0498999999,41979.2837999999
42347.3787,41384.1045999999,40403.671,40359.3053
40947.5235,40123.8514999999,39512.5585999999,38926.9631
39696.8851999999,39404.9587,38409.2441,38414.0346999999
38802.209,38494.584,37394.0861,37697.3936
38223.1915999999,38493.2310999999,37165.8289999999,37319.6161999999
38407.6944,37010.7745999999,35873.0691999999,36635.2044
37700.133,37144.7241999999,36275.713,37730.2352
37316.1299,36620.9314999999,35985.298,37657.9795999999
37776.8718,37708.5858,36712.4985999999,37890.3219
37641.4346,38469.9435999999,37217.8157999999,38100.3453
38816.82,39225.5363,38627.7416999999,38819.7716
39354.9368,39862.8306999999,39933.9081,39471.631
40087.2908,41904.2388999999,40858.5673,40746.0757999999
41164.9228,45761.4369,44503.7390999999,45285.4410999999
45104.7223999999,46310.8254999999,45246.9014,45729.2658999999
45851.5999999999,47200.9302,46253.2117,46742.9319
46428.7778,47560.7597,46524.58,47035.7715
46816.1573999999,47733.9352999999,46638.1952999999,47478.6875999999
47112.4685,48635.671,47763.3920999999,48957.3897999999
48370.4149,48471.3442,47863.1129,48857.527
48452.9847999999,48184.9914999999,47587.6751999999,48441.4683
48220.1955,48191.2355,47659.9847999999,48049.9450999999
48194.0011999999,44578.0259,44753.6076,44487.2474999999
45708.2050999999,42347.3787,42540.3376999999,42723.1446
43166.857,40947.5235,41139.1889,40359.9063
42487.9205999999,39696.8851999999,40156.341,38888.2393999999
41329.1168,38802.209,40018.9469,38032.6834
40030.2756999999,38223.1915999999,38739.4168999999,36536.3517999999
39412.5558999999,38407.6944,37870.8439999999,36490.1342999999
38957.4539999999,37700.133,36335.9582,35354.7263
37301.5651,37316.1299,36308.3475,35933.5726
37142.6397,37776.8718,36686.8669999999,36199.9677999999
37359.069,37641.4346,35792.6763999999,36320.4838999999
37352.4487,38816.82,36478.4437,36893.4708
37515.3444999999,39354.9368,36943.4130999999,37355.5651
37994.0962999999,40087.2908,37871.1823,38165.4668
38264.9441,41164.9228,38998.7019,39765.8939
39420.6817,45104.7223999999,41759.8242,43723.3698999999
42286.6158999999,45851.5999999999,42754.4164,43973.5026
42847.7788,46428.7778,43764.1526999999,44742.8439999999
43506.6555,46816.1573999999,44177.8813999999,45310.0881999999
44119.4116999999,47112.4685,44561.1272,45666.3266999999
44547.3344,48370.4149,45799.3727,47118.8364
45656.0487999999,48452.9847999999,45812.9077,47024.0273999999
45428.6039999999,48220.1955,45480.6774999999,46762.2295
44933.5181,48194.0011999999,45088.5158,46098.9864
44847.9152,45708.2050999999,44349.6117999999,45014.5486999999
44419.6558999999,43166.857,43382.6961999999,44548.0544
44047.9129,42487.9205999999,42663.8231999999,44089.2459
43093.7346,41329.1168,42277.9208,43407.6206999999
42644.4959999999,40030.2756999999,41230.7983,42700.8752
41707.2958,39412.5558999999,39747.3779999999,41700.8946
40369.1904999999,38957.4539999999,38661.7899,40691.0083999999
39908.2257,37301.5651,38225.6555999999,39455.1275
38665.0572,37142.6397,37909.4619,39309.3243
37923.1048999999,37359.069,37388.3565999999,38389.0685999999
37010.2503999999,37352.4487,37748.502,38206.8228
36372.7653999999,37515.3444999999,36935.8761,38187.5697999999
35774.0504999999,37994.0962999999,36834.6105,37967.6932
35982.404,38264.9441,37606.3707999999,38485.9383999999
36509.0265999999,39420.6817,39191.2099,39930.1794999999
37826.9505999999,42286.6158999999,42374.1212999999,43575.4343999999
40343.4830999999,42847.7788,42796.298,44020.3018999999
40928.6696999999,43506.6555,43448.5889,45175.3429
41517.6581999999,44119.4116999999,43957.1279999999,45367.3406
41828.9236999999,44547.3344,44074.5760999999,45848.0736
42194.8825999999,45656.0487999999,45272.1606,47029.8574
43153.0872,45428.6039999999,45530.7287,47092.5376
43108.6426999999,44933.5181,45257.3222,46840.6771999999
42926.4005,44847.9152,44797.73,46454.9772999999
42598.2402,44419.6558999999,44061.7467,45975.1672
42007.637,44047.9129,43748.6114999999,44874.6134999999
41065.3905999999,43093.7346,43435.2411999999,44136.4433999999
40262.3306999999,42644.4959999999,41982.8332999999,43054.0679999999
39392.1071,41707.2958,41518.4568,42816.4276
38806.2922,40369.1904999999,40587.9421999999,41905.4115
38087.9447,39908.2257,39181.5688999999,41335.0383
37129.4628,38665.0572,38655.5821999999,40068.0075
